166365826	2812647..2813240	+	Microcystis_aeruginosa_NIES_843_uid59101	NC_010296	3085	cd09637		cas4
166365827	2813246..2814250	+	Microcystis_aeruginosa_NIES_843_uid59101	NC_010296	3086	cd09721	+	cas1
166365828	2814263..2814535	+	Microcystis_aeruginosa_NIES_843_uid59101	NC_010296	3087	cd09725	+	cas2
336116780	1233492..1235552	+	Microlunatus_phosphovorus_NM_1_uid68055	NC_015635	1129	cls000253	+	csm3
336116781	1235549..1237012	+	Microlunatus_phosphovorus_NM_1_uid68055	NC_015635	1130	mkCas0133	+	cas10
336116782	1237009..1237560	+	Microlunatus_phosphovorus_NM_1_uid68055	NC_015635	1131	cls000184	+	csm3
336116783	1237557..1238825	+	Microlunatus_phosphovorus_NM_1_uid68055	NC_015635	1132	cls000715	+	csx10
336116784	1238822..1240093	+	Microlunatus_phosphovorus_NM_1_uid68055	NC_015635	1133	COG1337	+	csm3
336116785	1240090..1240527	+	Microlunatus_phosphovorus_NM_1_uid68055	NC_015635	1134	mkCas0135	+	csx24
336116786	1240524..1241765	+	Microlunatus_phosphovorus_NM_1_uid68055	NC_015635	1135	-		-
336116787	1241762..1242127	+	Microlunatus_phosphovorus_NM_1_uid68055	NC_015635	1136	-		-
336116788	1242127..1242864	+	Microlunatus_phosphovorus_NM_1_uid68055	NC_015635	1137	pfam10040	+	cas6
336116789	1242875..1244752	+	Microlunatus_phosphovorus_NM_1_uid68055	NC_015635	1138	cd01651,cd09634	+	RT_G2_intron: Reverse transcri,cas1
336116790	1244743..1245027	+	Microlunatus_phosphovorus_NM_1_uid68055	NC_015635	1139	cd09725	+	cas2
336116791	1250253..1252712	+	Microlunatus_phosphovorus_NM_1_uid68055	NC_015635	1140	cls000253	+	csm3
336116792	1252712..1254100	+	Microlunatus_phosphovorus_NM_1_uid68055	NC_015635	1141	mkCas0133	+	cas10
336116793	1254097..1254660	+	Microlunatus_phosphovorus_NM_1_uid68055	NC_015635	1142	cls000184	+	csm3
336116794	1254657..1255679	+	Microlunatus_phosphovorus_NM_1_uid68055	NC_015635	1143	cls000715	+	csx10
336116795	1255732..1257174	+	Microlunatus_phosphovorus_NM_1_uid68055	NC_015635	1144	cd09726	+	csm3
442324859	10098660..10098953	-	Myxococcus_stipitatus_DSM_14675_uid186549	NC_020126	7837	cd09725	+	cas2
442324860	10098957..10100612	-	Myxococcus_stipitatus_DSM_14675_uid186549	NC_020126	7838	cd09637,cd09634	+	cas4,cas1
442324861	10100722..10101453	-	Myxococcus_stipitatus_DSM_14675_uid186549	NC_020126	7839	cd09688	+	cas5
442324862	10101454..10102359	-	Myxococcus_stipitatus_DSM_14675_uid186549	NC_020126	7840	cd09687	+	cas7
442324863	10102389..10104068	-	Myxococcus_stipitatus_DSM_14675_uid186549	NC_020126	7841	mkCas0177	+	cas8b3
442324864	10104065..10106377	-	Myxococcus_stipitatus_DSM_14675_uid186549	NC_020126	7842	cd09641,COG1203	+	cas3
442324865	10106374..10107003	-	Myxococcus_stipitatus_DSM_14675_uid186549	NC_020126	7843	cd09703	+	cas6
442324866	10107151..10108233	-	Myxococcus_stipitatus_DSM_14675_uid186549	NC_020126	7844	cd09661	+	cmr6
442324867	10108223..10108645	-	Myxococcus_stipitatus_DSM_14675_uid186549	NC_020126	7845	cd09749	+	cmr5
442324868	10108642..10109577	-	Myxococcus_stipitatus_DSM_14675_uid186549	NC_020126	7846	COG1336	+	cmr4
442324869	10109581..10110801	-	Myxococcus_stipitatus_DSM_14675_uid186549	NC_020126	7847	cd09748	+	cmr3
442324870	10110798..10112639	-	Myxococcus_stipitatus_DSM_14675_uid186549	NC_020126	7848	cls000742	+	cas10
442324871	10112643..10114046	-	Myxococcus_stipitatus_DSM_14675_uid186549	NC_020126	7849	COG1367	+	cmr1
374323584	3989099..3991519	+	Paenibacillus_terrae_HPL_003_uid82371	NC_016641	3704	COG1203	+	cas3
374323585	3991724..3992446	+	Paenibacillus_terrae_HPL_003_uid82371	NC_016641	3705	cd09752	+	cas5
374323586	3992443..3994368	+	Paenibacillus_terrae_HPL_003_uid82371	NC_016641	3706	cd09757	+	cas8c
374323587	3994369..3995235	+	Paenibacillus_terrae_HPL_003_uid82371	NC_016641	3707	cd09689	+	cas7
374323588	3995222..3995881	+	Paenibacillus_terrae_HPL_003_uid82371	NC_016641	3708	cd09637		cas4
374323589	3995878..3996909	+	Paenibacillus_terrae_HPL_003_uid82371	NC_016641	3709	cd09721	+	cas1
374323590	3996918..3997208	+	Paenibacillus_terrae_HPL_003_uid82371	NC_016641	3710	cd09725	+	cas2
374323591	3998096..3998386	+	Paenibacillus_terrae_HPL_003_uid82371	NC_016641	3711	-		-
374323592	3998805..4001354	+	Paenibacillus_terrae_HPL_003_uid82371	NC_016641	3712	cd08998,pfam13385		Glycosyl hydrolase family 43.,Concanavalin A-like lectin/glu
374323593	4003450..4004469	+	Paenibacillus_terrae_HPL_003_uid82371	NC_016641	3713	mkCas0090		PD-DExK
374323594	4004498..4005865	+	Paenibacillus_terrae_HPL_003_uid82371	NC_016641	3714	COG1367	+	cmr1
374323595	4005838..4007670	+	Paenibacillus_terrae_HPL_003_uid82371	NC_016641	3715	cls000742	+	cas10
374323596	4007639..4008886	+	Paenibacillus_terrae_HPL_003_uid82371	NC_016641	3716	cd09748	+	cmr3
374323597	4008927..4009829	+	Paenibacillus_terrae_HPL_003_uid82371	NC_016641	3717	COG1336	+	cmr4
374323598	4009826..4010203	+	Paenibacillus_terrae_HPL_003_uid82371	NC_016641	3718	COG3337	+	cmr5
374323599	4010203..4010997	+	Paenibacillus_terrae_HPL_003_uid82371	NC_016641	3719	COG1604	+	cmr6
147678248	2026733..2027056	-	Pelotomaculum_thermopropionicum_SI_uid58877	NC_009454	1912	cd09725	+	cas2
147678249	2027074..2028108	-	Pelotomaculum_thermopropionicum_SI_uid58877	NC_009454	1913	cd09722	+	cas1
147678250	2028096..2028599	-	Pelotomaculum_thermopropionicum_SI_uid58877	NC_009454	1914	pfam01930		cas4
147678251	2028823..2031240	-	Pelotomaculum_thermopropionicum_SI_uid58877	NC_009454	1915	cd09641,COG1203	+	cas3
147678252	2031228..2031956	-	Pelotomaculum_thermopropionicum_SI_uid58877	NC_009454	1916	cls001430	+	cas5
147678253	2031987..2032955	-	Pelotomaculum_thermopropionicum_SI_uid58877	NC_009454	1917	pfam05107	+	cas7b
147678254	2033066..2035144	-	Pelotomaculum_thermopropionicum_SI_uid58877	NC_009454	1918	mkCas0074	+	cas8b1
147678255	2035597..2036496	+	Pelotomaculum_thermopropionicum_SI_uid58877	NC_009454	1919	pfam08843		Nucleotidyl transferase of unk
147678256	2036498..2037253	-	Pelotomaculum_thermopropionicum_SI_uid58877	NC_009454	1920	pfam01881	+	cas6
147678257	2037353..2038099	-	Pelotomaculum_thermopropionicum_SI_uid58877	NC_009454	1921	cd09759	+	cas6
147678258	2038137..2039117	-	Pelotomaculum_thermopropionicum_SI_uid58877	NC_009454	1922	cd09661	+	cmr6
147678259	2039114..2039500	-	Pelotomaculum_thermopropionicum_SI_uid58877	NC_009454	1923	cd09749	+	cmr5
147678260	2039436..2040368	-	Pelotomaculum_thermopropionicum_SI_uid58877	NC_009454	1924	COG1336	+	cmr4
147678261	2040385..2041719	-	Pelotomaculum_thermopropionicum_SI_uid58877	NC_009454	1925	COG1367	+	cmr1
147678262	2041728..2042918	-	Pelotomaculum_thermopropionicum_SI_uid58877	NC_009454	1926	cd09748	+	cmr3
147678263	2042915..2044723	-	Pelotomaculum_thermopropionicum_SI_uid58877	NC_009454	1927	cd09679	+	cas10
147678264	2044790..2045176	-	Pelotomaculum_thermopropionicum_SI_uid58877	NC_009454	1928	cd09766		csx15
147678265	2045177..2046073	-	Pelotomaculum_thermopropionicum_SI_uid58877	NC_009454	1929	mkCas0112		csx1
147678266	2046143..2047036	-	Pelotomaculum_thermopropionicum_SI_uid58877	NC_009454	1930	cd09741,pfam00196		csx1,Bacterial regulatory proteins,
145591342	1004361..1005053	-	Pyrobaculum_arsenaticum_DSM_13514_uid58409	NC_009376	1076	cd09661	+	cmr6
145591343	1005050..1006117	-	Pyrobaculum_arsenaticum_DSM_13514_uid58409	NC_009376	1077	COG1367	+	cmr1
145591344	1006114..1006539	-	Pyrobaculum_arsenaticum_DSM_13514_uid58409	NC_009376	1078	mkCas0190	+	cmr5
145591345	1006536..1007462	-	Pyrobaculum_arsenaticum_DSM_13514_uid58409	NC_009376	1079	COG1336	+	cmr4
145591346	1007542..1010178	+	Pyrobaculum_arsenaticum_DSM_13514_uid58409	NC_009376	1080	cls000742	+	cas10
145591347	1010175..1010990	+	Pyrobaculum_arsenaticum_DSM_13514_uid58409	NC_009376	1081	cd09656	+	cmr3
145591348	1010987..1012162	+	Pyrobaculum_arsenaticum_DSM_13514_uid58409	NC_009376	1082	cd09728		csx1
145591349	1018991..1019563	-	Pyrobaculum_arsenaticum_DSM_13514_uid58409	NC_009376	1083	cd09637		cas4
145591350	1019547..1019822	-	Pyrobaculum_arsenaticum_DSM_13514_uid58409	NC_009376	1084	COG1343	+	cas2
145591351	1019813..1020697	-	Pyrobaculum_arsenaticum_DSM_13514_uid58409	NC_009376	1085	cd09634	+	cas1
145591352	1020678..1021526	-	Pyrobaculum_arsenaticum_DSM_13514_uid58409	NC_009376	1086	pfam06023		cas4
145591353	1021605..1022225	+	Pyrobaculum_arsenaticum_DSM_13514_uid58409	NC_009376	1087	cls001593		casR
145591354	1022275..1022610	+	Pyrobaculum_arsenaticum_DSM_13514_uid58409	NC_009376	1088	mkCas0163	+	csa5
145591355	1022612..1023547	+	Pyrobaculum_arsenaticum_DSM_13514_uid58409	NC_009376	1089	pfam01905	+	cas7
145591356	1023547..1024437	+	Pyrobaculum_arsenaticum_DSM_13514_uid58409	NC_009376	1090	mkCas0161	+	cas5a
145591357	1024424..1025317	+	Pyrobaculum_arsenaticum_DSM_13514_uid58409	NC_009376	1091	mkCas0164	+	cas8a3
145591358	1025314..1026768	+	Pyrobaculum_arsenaticum_DSM_13514_uid58409	NC_009376	1092	COG1203	+	cas3
145591359	1026761..1027429	+	Pyrobaculum_arsenaticum_DSM_13514_uid58409	NC_009376	1093	cd09641	+	cas3HD
145591360	1027932..1028423	+	Pyrobaculum_arsenaticum_DSM_13514_uid58409	NC_009376	1094	pfam05942		Archaeal PaREP1/PaREP8 family.
145591361	1028634..1029512	+	Pyrobaculum_arsenaticum_DSM_13514_uid58409	NC_009376	1095	COG5551	+	cas6
145591362	1029522..1030712	-	Pyrobaculum_arsenaticum_DSM_13514_uid58409	NC_009376	1096	cd09728		csx1
126459879	1176822..1177487	-	Pyrobaculum_calidifontis_JCM_11548_uid58787	NC_009073	1251	cd09641	+	cas3HD
126459880	1177484..1178950	-	Pyrobaculum_calidifontis_JCM_11548_uid58787	NC_009073	1252	COG1203	+	cas3
126459881	1178947..1179828	-	Pyrobaculum_calidifontis_JCM_11548_uid58787	NC_009073	1253	mkCas0164	+	cas8a3
126459882	1179815..1180645	-	Pyrobaculum_calidifontis_JCM_11548_uid58787	NC_009073	1254	mkCas0161	+	cas5a
126459883	1180645..1181580	-	Pyrobaculum_calidifontis_JCM_11548_uid58787	NC_009073	1255	pfam01905	+	cas7
126459884	1181582..1181875	-	Pyrobaculum_calidifontis_JCM_11548_uid58787	NC_009073	1256	mkCas0163	+	csa5
126459885	1181922..1182527	-	Pyrobaculum_calidifontis_JCM_11548_uid58787	NC_009073	1257	cls001593		casR
126459886	1182606..1183454	+	Pyrobaculum_calidifontis_JCM_11548_uid58787	NC_009073	1258	pfam06023		cas4
126459887	1183435..1184319	+	Pyrobaculum_calidifontis_JCM_11548_uid58787	NC_009073	1259	cd09634	+	cas1
126459888	1184310..1184585	+	Pyrobaculum_calidifontis_JCM_11548_uid58787	NC_009073	1260	COG1343	+	cas2
126459889	1184569..1185138	+	Pyrobaculum_calidifontis_JCM_11548_uid58787	NC_009073	1261	cd09637		cas4
126459890	1186215..1187024	-	Pyrobaculum_calidifontis_JCM_11548_uid58787	NC_009073	1262	COG5551	+	cas6
126459891	1187796..1188047	-	Pyrobaculum_calidifontis_JCM_11548_uid58787	NC_009073	1263	-		-
126459892	1191051..1192466	-	Pyrobaculum_calidifontis_JCM_11548_uid58787	NC_009073	1264	pfam09455		csx1
126459893	1192516..1193322	-	Pyrobaculum_calidifontis_JCM_11548_uid58787	NC_009073	1265	cd09742		csm6
126459894	1193584..1194489	-	Pyrobaculum_calidifontis_JCM_11548_uid58787	NC_009073	1266	-		-
126459895	1194486..1195328	-	Pyrobaculum_calidifontis_JCM_11548_uid58787	NC_009073	1267	cd09656	+	cmr3
126459896	1195325..1197949	-	Pyrobaculum_calidifontis_JCM_11548_uid58787	NC_009073	1268	cls000742	+	cas10
126459897	1197982..1198902	+	Pyrobaculum_calidifontis_JCM_11548_uid58787	NC_009073	1269	COG1336	+	cmr4
126459898	1199326..1200375	+	Pyrobaculum_calidifontis_JCM_11548_uid58787	NC_009073	1270	COG1367	+	cmr1
126459899	1200366..1201070	+	Pyrobaculum_calidifontis_JCM_11548_uid58787	NC_009073	1271	cd09661	+	cmr6
126459900	1201095..1201919	+	Pyrobaculum_calidifontis_JCM_11548_uid58787	NC_009073	1272	pfam13476		AAA domain.
126459901	1201916..1202359	+	Pyrobaculum_calidifontis_JCM_11548_uid58787	NC_009073	1273	-		-
126459902	1202353..1202898	+	Pyrobaculum_calidifontis_JCM_11548_uid58787	NC_009073	1274	-		-
126459903	1205999..1206442	+	Pyrobaculum_calidifontis_JCM_11548_uid58787	NC_009073	1275	COG5551	+	cas6
171185585	1016502..1017302	+	Pyrobaculum_neutrophilum_V24Sta_uid58421	NC_010525	1100	COG5551	+	cas6
171185586	1019234..1020262	+	Pyrobaculum_neutrophilum_V24Sta_uid58421	NC_010525	1101	pfam13476		AAA domain.
171185587	1020308..1020745	-	Pyrobaculum_neutrophilum_V24Sta_uid58421	NC_010525	1102	-		-
171185588	1020742..1021599	-	Pyrobaculum_neutrophilum_V24Sta_uid58421	NC_010525	1103	-		-
171185589	1021609..1022694	-	Pyrobaculum_neutrophilum_V24Sta_uid58421	NC_010525	1104	cd09666	+	cas8a2
171185590	1022691..1023371	-	Pyrobaculum_neutrophilum_V24Sta_uid58421	NC_010525	1105	cd10013	+	cas3HD
171185591	1023368..1025068	-	Pyrobaculum_neutrophilum_V24Sta_uid58421	NC_010525	1106	COG1203	+	cas3
171185592	1025058..1025738	-	Pyrobaculum_neutrophilum_V24Sta_uid58421	NC_010525	1107	COG1688	+	cas5
171185593	1025738..1026721	-	Pyrobaculum_neutrophilum_V24Sta_uid58421	NC_010525	1108	cd09685	+	cas7
171185594	1026724..1027167	-	Pyrobaculum_neutrophilum_V24Sta_uid58421	NC_010525	1109	cls000088	+	csa5
171185595	1027204..1027875	-	Pyrobaculum_neutrophilum_V24Sta_uid58421	NC_010525	1110	cls001593		casR
171185596	1027892..1028728	+	Pyrobaculum_neutrophilum_V24Sta_uid58421	NC_010525	1111	pfam06023		cas4
171185597	1028728..1029600	+	Pyrobaculum_neutrophilum_V24Sta_uid58421	NC_010525	1112	cd09634	+	cas1
171185598	1029591..1029863	+	Pyrobaculum_neutrophilum_V24Sta_uid58421	NC_010525	1113	COG1343	+	cas2
171185599	1029847..1030419	+	Pyrobaculum_neutrophilum_V24Sta_uid58421	NC_010525	1114	cd09637		cas4
171185600	1032527..1033516	+	Pyrobaculum_neutrophilum_V24Sta_uid58421	NC_010525	1115	pfam09376		NurA domain. This family inclu
171185601	1033513..1034073	+	Pyrobaculum_neutrophilum_V24Sta_uid58421	NC_010525	1116	-		-
171185602	1034039..1035640	-	Pyrobaculum_neutrophilum_V24Sta_uid58421	NC_010525	1117	COG0433		HerA helicase [Replication, re
171185603	1038668..1039102	-	Pyrobaculum_neutrophilum_V24Sta_uid58421	NC_010525	1118	-		-
171185604	1039106..1040113	-	Pyrobaculum_neutrophilum_V24Sta_uid58421	NC_010525	1119	-		-
171185605	1040160..1040585	+	Pyrobaculum_neutrophilum_V24Sta_uid58421	NC_010525	1120	mkCas0157	+	csm2
171185606	1040582..1041505	+	Pyrobaculum_neutrophilum_V24Sta_uid58421	NC_010525	1121	COG1337	+	csm3
171185607	1041493..1042320	+	Pyrobaculum_neutrophilum_V24Sta_uid58421	NC_010525	1122	cd09663	+	csm4
171185608	1042324..1043313	+	Pyrobaculum_neutrophilum_V24Sta_uid58421	NC_010525	1123	cd09662	+	csm5
171185609	1043300..1045567	+	Pyrobaculum_neutrophilum_V24Sta_uid58421	NC_010525	1124	cd09680	+	cas10
171185610	1045564..1045944	+	Pyrobaculum_neutrophilum_V24Sta_uid58421	NC_010525	1125	-		-
171185611	1046038..1047459	-	Pyrobaculum_neutrophilum_V24Sta_uid58421	NC_010525	1126	cd09660		csx1
379004097	969586..970776	+	Pyrobaculum_oguniense_TE7_uid84411	NC_016885	1135	cd09728		csx1
379004098	970787..971317	-	Pyrobaculum_oguniense_TE7_uid84411	NC_016885	1136	-		-
379004099	971314..973302	-	Pyrobaculum_oguniense_TE7_uid84411	NC_016885	1137	-		-
379004100	973330..974109	-	Pyrobaculum_oguniense_TE7_uid84411	NC_016885	1138	COG5551	+	cas6
379004101	974372..974875	-	Pyrobaculum_oguniense_TE7_uid84411	NC_016885	1139	pfam05942		Archaeal PaREP1/PaREP8 family.
379004102	975330..975491	-	Pyrobaculum_oguniense_TE7_uid84411	NC_016885	1140	-		-
379004103	975823..976239	-	Pyrobaculum_oguniense_TE7_uid84411	NC_016885	1141	-		-
379004104	976236..977168	-	Pyrobaculum_oguniense_TE7_uid84411	NC_016885	1142	pfam13304		AAA domain.
379004105	977172..978203	-	Pyrobaculum_oguniense_TE7_uid84411	NC_016885	1143	cd09666	+	cas8a2
379004106	978194..978970	-	Pyrobaculum_oguniense_TE7_uid84411	NC_016885	1144	cd10013	+	cas3HD
379004107	978967..980721	-	Pyrobaculum_oguniense_TE7_uid84411	NC_016885	1145	COG1203	+	cas3
379004108	980711..981397	-	Pyrobaculum_oguniense_TE7_uid84411	NC_016885	1146	COG1688	+	cas5
379004109	981378..982364	-	Pyrobaculum_oguniense_TE7_uid84411	NC_016885	1147	cd09685	+	cas7
379004110	982361..982798	-	Pyrobaculum_oguniense_TE7_uid84411	NC_016885	1148	cls000088	+	csa5
379004111	982835..983446	-	Pyrobaculum_oguniense_TE7_uid84411	NC_016885	1149	cls001593		casR
379004112	983525..984373	+	Pyrobaculum_oguniense_TE7_uid84411	NC_016885	1150	pfam06023		cas4
379004113	984354..985238	+	Pyrobaculum_oguniense_TE7_uid84411	NC_016885	1151	cd09634	+	cas1
379004114	985229..985504	+	Pyrobaculum_oguniense_TE7_uid84411	NC_016885	1152	COG1343	+	cas2
379004115	985488..986060	+	Pyrobaculum_oguniense_TE7_uid84411	NC_016885	1153	cd09637		cas4
379004116	988126..989301	-	Pyrobaculum_oguniense_TE7_uid84411	NC_016885	1154	cd09728		csx1
379004117	989298..990119	-	Pyrobaculum_oguniense_TE7_uid84411	NC_016885	1155	cd09656	+	cmr3
379004118	990116..992752	-	Pyrobaculum_oguniense_TE7_uid84411	NC_016885	1156	cls000742	+	cas10
379004119	992832..993758	+	Pyrobaculum_oguniense_TE7_uid84411	NC_016885	1157	COG1336	+	cmr4
379004120	993755..994180	+	Pyrobaculum_oguniense_TE7_uid84411	NC_016885	1158	mkCas0190	+	cmr5
379004121	994177..995244	+	Pyrobaculum_oguniense_TE7_uid84411	NC_016885	1159	COG1367	+	cmr1
379004122	995241..995930	+	Pyrobaculum_oguniense_TE7_uid84411	NC_016885	1160	cd09661	+	cmr6
332159452	1694344..1694601	+	Pyrococcus_NA2_uid66551	NC_015474	1807	cd09725	+	cas2
332159453	1694602..1695570	-	Pyrococcus_NA2_uid66551	NC_015474	1808	cd09722	+	cas1
332159454	1695575..1696084	-	Pyrococcus_NA2_uid66551	NC_015474	1809	pfam01930		cas4
332159455	1695848..1696168	+	Pyrococcus_NA2_uid66551	NC_015474	1810	-		-
332159456	1696165..1697214	-	Pyrococcus_NA2_uid66551	NC_015474	1811	cd09666	+	cas8a2
332159457	1697226..1697957	-	Pyrococcus_NA2_uid66551	NC_015474	1812	cd10013	+	cas3HD
332159458	1697954..1699879	-	Pyrococcus_NA2_uid66551	NC_015474	1813	COG1203	+	cas3
332159459	1699849..1700688	-	Pyrococcus_NA2_uid66551	NC_015474	1814	cd09649	+	cas5
332159460	1700689..1701696	-	Pyrococcus_NA2_uid66551	NC_015474	1815	cd09685	+	cas7
332159461	1701696..1702055	-	Pyrococcus_NA2_uid66551	NC_015474	1816	mkCas0071	+	csa5
332159462	1702153..1702818	+	Pyrococcus_NA2_uid66551	NC_015474	1817	cls001593		casR
332159463	1702854..1703966	-	Pyrococcus_NA2_uid66551	NC_015474	1818	pfam01637		Archaeal ATPase. This family c
332159464	1704023..1706233	-	Pyrococcus_NA2_uid66551	NC_015474	1819	COG1203	+	cas3
332159465	1706199..1706855	-	Pyrococcus_NA2_uid66551	NC_015474	1820	COG1688	+	cas5
332159466	1706860..1707915	-	Pyrococcus_NA2_uid66551	NC_015474	1821	cd09687	+	cas7
332159467	1707912..1709552	-	Pyrococcus_NA2_uid66551	NC_015474	1822	cls000029,cd09665	+	cas8b2,cas8b2
332159468	1709652..1710464	-	Pyrococcus_NA2_uid66551	NC_015474	1823	cd09759	+	cas6
389851545	93716..94390	-	Pyrococcus_ST04_uid167261	NC_017946	96	cd09658	+	cas5
389851546	94395..95396	-	Pyrococcus_ST04_uid167261	NC_017946	97	cd09687	+	cas7
389851547	95383..96693	-	Pyrococcus_ST04_uid167261	NC_017946	98	cls000100	+	cas8b2
389851548	96707..97981	-	Pyrococcus_ST04_uid167261	NC_017946	99	cd09660		csx1
389851549	97978..99174	-	Pyrococcus_ST04_uid167261	NC_017946	100	COG1332	+	csm5
389851550	99184..100077	-	Pyrococcus_ST04_uid167261	NC_017946	101	cd09663	+	csm4
389851551	100058..100897	-	Pyrococcus_ST04_uid167261	NC_017946	102	cd09684	+	csm3
389851552	100894..101493	-	Pyrococcus_ST04_uid167261	NC_017946	103	pfam03750	+	csm2
389851553	101498..103894	-	Pyrococcus_ST04_uid167261	NC_017946	104	cd09680	+	cas10
389851554	103899..104501	-	Pyrococcus_ST04_uid167261	NC_017946	105	COG1583	+	cas6
389851555	104879..106111	+	Pyrococcus_ST04_uid167261	NC_017946	106	COG3635		Predicted phosphoglycerate mut
389851556	106121..108223	-	Pyrococcus_ST04_uid167261	NC_017946	107	COG1203	+	cas3
389851557	108227..108715	-	Pyrococcus_ST04_uid167261	NC_017946	108	pfam01930		cas4
389851558	108712..108972	-	Pyrococcus_ST04_uid167261	NC_017946	109	cd09725	+	cas2
389851559	108972..109925	-	Pyrococcus_ST04_uid167261	NC_017946	110	cd09722	+	cas1
397651619	868541..868798	+	Pyrococcus_furiosus_COM1_uid169620	NC_018092	932	cd09725	+	cas2
397651620	868795..869763	-	Pyrococcus_furiosus_COM1_uid169620	NC_018092	933	cd09722	+	cas1
397651621	869768..870277	-	Pyrococcus_furiosus_COM1_uid169620	NC_018092	934	pfam01930		cas4
397651622	870277..872451	-	Pyrococcus_furiosus_COM1_uid169620	NC_018092	935	COG1203	+	cas3
397651623	872448..873077	-	Pyrococcus_furiosus_COM1_uid169620	NC_018092	936	COG1688	+	cas5
397651624	873088..874143	-	Pyrococcus_furiosus_COM1_uid169620	NC_018092	937	cd09687	+	cas7
397651625	874140..875477	-	Pyrococcus_furiosus_COM1_uid169620	NC_018092	938	cd09665	+	cas8b2
397651626	875470..876492	-	Pyrococcus_furiosus_COM1_uid169620	NC_018092	939	cd09661	+	cmr6
397651627	876476..876973	-	Pyrococcus_furiosus_COM1_uid169620	NC_018092	940	cd09654	+	cmr5
397651628	876963..877850	-	Pyrococcus_furiosus_COM1_uid169620	NC_018092	941	cd09682	+	cmr4
397651629	877847..879289	-	Pyrococcus_furiosus_COM1_uid169620	NC_018092	942	cd09660		csx1
397651630	879280..880248	-	Pyrococcus_furiosus_COM1_uid169620	NC_018092	943	cd09656	+	cmr3
397651631	880245..882860	-	Pyrococcus_furiosus_COM1_uid169620	NC_018092	944	cls000742	+	cas10
397651632	882853..883866	-	Pyrococcus_furiosus_COM1_uid169620	NC_018092	945	COG1367	+	cmr1
397651633	883984..884778	-	Pyrococcus_furiosus_COM1_uid169620	NC_018092	946	cd09759	+	cas6
33359542	1066016..1066282	+	Pyrococcus_furiosus_DSM_3638_uid57873	NC_003413	1154	cd09725	+	cas2
18977490	1066279..1067247	-	Pyrococcus_furiosus_DSM_3638_uid57873	NC_003413	1155	cd09722	+	cas1
18977491	1067252..1067761	-	Pyrococcus_furiosus_DSM_3638_uid57873	NC_003413	1156	pfam01930		cas4
18977492	1067761..1069935	-	Pyrococcus_furiosus_DSM_3638_uid57873	NC_003413	1157	COG1203	+	cas3
33359543	1069932..1070624	-	Pyrococcus_furiosus_DSM_3638_uid57873	NC_003413	1158	COG1688	+	cas5
18977494	1070572..1071627	-	Pyrococcus_furiosus_DSM_3638_uid57873	NC_003413	1159	cd09687	+	cas7
33359544	1071624..1073009	-	Pyrococcus_furiosus_DSM_3638_uid57873	NC_003413	1160	cd09665	+	cas8b2
18977496	1072954..1073976	-	Pyrococcus_furiosus_DSM_3638_uid57873	NC_003413	1161	cd09661	+	cmr6
18977497	1073960..1074469	-	Pyrococcus_furiosus_DSM_3638_uid57873	NC_003413	1162	cd09654	+	cmr5
18977498	1074447..1075334	-	Pyrococcus_furiosus_DSM_3638_uid57873	NC_003413	1163	cd09682	+	cmr4
33359545	1075331..1076773	-	Pyrococcus_furiosus_DSM_3638_uid57873	NC_003413	1164	cd09660		csx1
18977500	1076764..1077732	-	Pyrococcus_furiosus_DSM_3638_uid57873	NC_003413	1165	cd09656	+	cmr3
18977501	1077729..1080344	-	Pyrococcus_furiosus_DSM_3638_uid57873	NC_003413	1166	cls000742	+	cas10
18977502	1080337..1081353	-	Pyrococcus_furiosus_DSM_3638_uid57873	NC_003413	1167	COG1367	+	cmr1
18977503	1081470..1082264	-	Pyrococcus_furiosus_DSM_3638_uid57873	NC_003413	1168	cd09759	+	cas6
14590099	139375..140103	+	Pyrococcus_horikoshii_OT3_uid57753	NC_000961	152	COG1583	+	cas6
14590100	140313..142385	+	Pyrococcus_horikoshii_OT3_uid57753	NC_000961	153	cd09680	+	cas10
14590101	142388..142870	+	Pyrococcus_horikoshii_OT3_uid57753	NC_000961	154	COG1421	+	csm2
14590102	142867..143742	+	Pyrococcus_horikoshii_OT3_uid57753	NC_000961	155	cd09684	+	csm3
33359261	143732..144598	+	Pyrococcus_horikoshii_OT3_uid57753	NC_000961	156	COG1567	+	csm4
14590104	144540..145697	+	Pyrococcus_horikoshii_OT3_uid57753	NC_000961	157	COG1332	+	csm5
14590105	145694..146947	+	Pyrococcus_horikoshii_OT3_uid57753	NC_000961	158	cd09660		csx1
14590106	146938..148233	+	Pyrococcus_horikoshii_OT3_uid57753	NC_000961	159	cls000100	+	cas8b2
14590107	148205..149215	+	Pyrococcus_horikoshii_OT3_uid57753	NC_000961	160	cd09687	+	cas7
14590108	149208..149891	+	Pyrococcus_horikoshii_OT3_uid57753	NC_000961	161	cd09658	+	cas5
14590109	150980..151315	-	Pyrococcus_horikoshii_OT3_uid57753	NC_000961	162	-		-
14590110	152194..153147	+	Pyrococcus_horikoshii_OT3_uid57753	NC_000961	163	cd09722	+	cas1
33359262	153138..153404	+	Pyrococcus_horikoshii_OT3_uid57753	NC_000961	164	cd09725	+	cas2
14590111	153401..153889	+	Pyrococcus_horikoshii_OT3_uid57753	NC_000961	165	pfam01930		cas4
14590112	153893..155965	+	Pyrococcus_horikoshii_OT3_uid57753	NC_000961	166	COG1203	+	cas3
